"group"	"pre_se"	"post_se"	"standardized_residuals"	"studentized_residuals"	"cooks_distance"	"dfbeta.(Intercept)"	"dfbeta.groupB"	"dfbeta.groupC"	"dfbeta.groupD"	"dfbeta.pre_se"	"dffit"	"leverage"	"covariance_ratios"
"B"	-1.05	4	 0.01879625	 0.01877245	8.640232e-07	 2.256630e-06	 2.176895e-04	-4.964585e-06	-4.513259e-07	-4.513259e-05	 0.002075857	0.01208022	1.0251343
"B"	 0.95	5	 0.74047618	 0.74005209	1.322958e-03	-8.540651e-05	 8.854040e-03	 1.878943e-04	 1.708130e-05	 1.708130e-03	 0.081284774	0.01192026	1.0178787
"B"	-0.05	7	 2.52636203	 2.54379742	1.289499e-02	 5.940978e-06	 2.970370e-02	-1.307015e-05	-1.188196e-06	-1.188196e-04	 0.255671587	0.01000080	0.9429655
"B"	-0.05	5	 0.80868620	 0.80833133	1.321265e-03	 1.901702e-06	 9.508128e-03	-4.183744e-06	-3.803403e-07	-3.803403e-05	 0.081243637	0.01000080	1.0145452
"B"	-0.05	4	-0.05015171	-0.05008835	5.081611e-06	-1.179365e-07	-5.896587e-04	 2.594602e-07	 2.358729e-08	 2.358729e-06	-0.005034272	0.01000080	1.0229530
"B"	-1.05	5	 0.87853755	 0.87828327	1.887573e-03	 1.054750e-04	 1.017482e-02	-2.320450e-04	-2.109500e-05	-2.109500e-03	 0.097120553	0.01208022	1.0151623
"B"	 2.95	5	 0.60737265	 0.60688680	2.106296e-03	-2.147502e-04	 7.552001e-03	 4.724505e-04	 4.295004e-05	 4.295004e-03	 0.102540897	0.02775583	1.0368121
"B"	-0.05	4	-0.05015171	-0.05008835	5.081611e-06	-1.179365e-07	-5.896587e-04	 2.594602e-07	 2.358729e-08	 2.358729e-06	-0.005034272	0.01000080	1.0229530
"B"	 0.95	3	-0.97886723	-0.97881529	2.311913e-03	 1.129025e-04	-1.170454e-02	-2.483856e-04	-2.258050e-05	-2.258050e-03	-0.107509701	0.01192026	1.0126013
"B"	-0.05	4	-0.05015171	-0.05008835	5.081611e-06	-1.179365e-07	-5.896587e-04	 2.594602e-07	 2.358729e-08	 2.358729e-06	-0.005034272	0.01000080	1.0229530
"B"	-1.05	2	-1.70068635	-1.70478522	7.073454e-03	-2.041801e-04	-1.969657e-02	 4.491961e-04	 4.083601e-05	 4.083601e-03	-0.188515128	0.01208022	0.9881523
"B"	 0.95	5	 0.74047618	 0.74005209	1.322958e-03	-8.540651e-05	 8.854040e-03	 1.878943e-04	 1.708130e-05	 1.708130e-03	 0.081284774	0.01192026	1.0178787
"B"	-1.05	4	 0.01879625	 0.01877245	8.640232e-07	 2.256630e-06	 2.176895e-04	-4.964585e-06	-4.513259e-07	-4.513259e-05	 0.002075857	0.01208022	1.0251343
"B"	-1.05	5	 0.87853755	 0.87828327	1.887573e-03	 1.054750e-04	 1.017482e-02	-2.320450e-04	-2.109500e-05	-2.109500e-03	 0.097120553	0.01208022	1.0151623
"B"	-0.05	3	-0.90898963	-0.90878928	1.669351e-03	-2.137575e-06	-1.068745e-02	 4.702664e-06	 4.275149e-07	 4.275149e-05	-0.091340448	0.01000080	1.0123309
"B"	 0.95	5	 0.74047618	 0.74005209	1.322958e-03	-8.540651e-05	 8.854040e-03	 1.878943e-04	 1.708130e-05	 1.708130e-03	 0.081284774	0.01192026	1.0178787
"B"	-1.05	5	 0.87853755	 0.87828327	1.887573e-03	 1.054750e-04	 1.017482e-02	-2.320450e-04	-2.109500e-05	-2.109500e-03	 0.097120553	0.01208022	1.0151623
"B"	-0.05	5	 0.80868620	 0.80833133	1.321265e-03	 1.901702e-06	 9.508128e-03	-4.183744e-06	-3.803403e-07	-3.803403e-05	 0.081243637	0.01000080	1.0145452
"B"	 0.95	6	 1.60014789	 1.60332610	6.177945e-03	-1.845610e-04	 1.913333e-02	 4.060342e-04	 3.691220e-05	 3.691220e-03	 0.176103818	0.01192026	0.9921803
"B"	-0.05	3	-0.90898963	-0.90878928	1.669351e-03	-2.137575e-06	-1.068745e-02	 4.702664e-06	 4.275149e-07	 4.275149e-05	-0.091340448	0.01000080	1.0123309
"B"	-1.05	4	 0.01879625	 0.01877245	8.640232e-07	 2.256630e-06	 2.176895e-04	-4.964585e-06	-4.513259e-07	-4.513259e-05	 0.002075857	0.01208022	1.0251343
"B"	-0.05	5	 0.80868620	 0.80833133	1.321265e-03	 1.901702e-06	 9.508128e-03	-4.183744e-06	-3.803403e-07	-3.803403e-05	 0.081243637	0.01000080	1.0145452
"B"	 2.95	4	-0.25927179	-0.25896543	3.838127e-04	 9.167135e-05	-3.223755e-03	-2.016770e-04	-1.833427e-05	-1.833427e-03	-0.043755355	0.02775583	1.0407812
"B"	-0.05	7	 2.52636203	 2.54379742	1.289499e-02	 5.940978e-06	 2.970370e-02	-1.307015e-05	-1.188196e-06	-1.188196e-04	 0.255671587	0.01000080	0.9429655
"B"	-1.05	6	 1.73827885	 1.74275564	7.389618e-03	 2.086933e-04	 2.013195e-02	-4.591253e-04	-4.173867e-05	-4.173867e-03	 0.192713896	0.01208022	0.9865244
"B"	-0.05	3	-0.90898963	-0.90878928	1.669351e-03	-2.137575e-06	-1.068745e-02	 4.702664e-06	 4.275149e-07	 4.275149e-05	-0.091340448	0.01000080	1.0123309
"B"	-1.05	3	-0.84094505	-0.84063274	1.729491e-03	-1.009617e-04	-9.739440e-03	 2.221158e-04	 2.019234e-05	 2.019234e-03	-0.092957158	0.01208022	1.0159948
"B"	-1.05	2	-1.70068635	-1.70478522	7.073454e-03	-2.041801e-04	-1.969657e-02	 4.491961e-04	 4.083601e-05	 4.083601e-03	-0.188515128	0.01208022	0.9881523
"B"	-0.05	2	-1.76782754	-1.77261470	6.314074e-03	-4.157213e-06	-2.078523e-02	 9.145868e-06	 8.314426e-07	 8.314426e-05	-0.178161676	0.01000080	0.9831520
"B"	 0.95	3	-0.97886723	-0.97881529	2.311913e-03	 1.129025e-04	-1.170454e-02	-2.483856e-04	-2.258050e-05	-2.258050e-03	-0.107509701	0.01192026	1.0126013
"B"	-2.05	4	 0.08806830	 0.08795762	2.868852e-05	 2.100391e-05	 1.006482e-03	-4.620860e-05	-4.200781e-06	-4.200781e-04	 0.011961701	0.01815852	1.0313839
"B"	-0.05	4	-0.05015171	-0.05008835	5.081611e-06	-1.179365e-07	-5.896587e-04	 2.594602e-07	 2.358729e-08	 2.358729e-06	-0.005034272	0.01000080	1.0229530
"B"	 1.95	4	-0.18875680	-0.18852622	1.294235e-04	 4.411905e-05	-2.299449e-03	-9.706191e-05	-8.823810e-06	-8.823810e-04	-0.025407433	0.01783861	1.0306842
"B"	-2.05	4	 0.08806830	 0.08795762	2.868852e-05	 2.100391e-05	 1.006482e-03	-4.620860e-05	-4.200781e-06	-4.200781e-04	 0.011961701	0.01815852	1.0313839
"B"	-1.05	4	 0.01879625	 0.01877245	8.640232e-07	 2.256630e-06	 2.176895e-04	-4.964585e-06	-4.513259e-07	-4.513259e-05	 0.002075857	0.01208022	1.0251343
"B"	-0.05	3	-0.90898963	-0.90878928	1.669351e-03	-2.137575e-06	-1.068745e-02	 4.702664e-06	 4.275149e-07	 4.275149e-05	-0.091340448	0.01000080	1.0123309
"B"	-1.05	4	 0.01879625	 0.01877245	8.640232e-07	 2.256630e-06	 2.176895e-04	-4.964585e-06	-4.513259e-07	-4.513259e-05	 0.002075857	0.01208022	1.0251343
"B"	-0.05	5	 0.80868620	 0.80833133	1.321265e-03	 1.901702e-06	 9.508128e-03	-4.183744e-06	-3.803403e-07	-3.803403e-05	 0.081243637	0.01000080	1.0145452
"B"	-0.05	4	-0.05015171	-0.05008835	5.081611e-06	-1.179365e-07	-5.896587e-04	 2.594602e-07	 2.358729e-08	 2.358729e-06	-0.005034272	0.01000080	1.0229530
"B"	-1.05	6	 1.73827885	 1.74275564	7.389618e-03	 2.086933e-04	 2.013195e-02	-4.591253e-04	-4.173867e-05	-4.173867e-03	 0.192713896	0.01208022	0.9865244
"B"	-1.05	6	 1.73827885	 1.74275564	7.389618e-03	 2.086933e-04	 2.013195e-02	-4.591253e-04	-4.173867e-05	-4.173867e-03	 0.192713896	0.01208022	0.9865244
"B"	-0.05	4	-0.05015171	-0.05008835	5.081611e-06	-1.179365e-07	-5.896587e-04	 2.594602e-07	 2.358729e-08	 2.358729e-06	-0.005034272	0.01000080	1.0229530
"B"	 1.95	4	-0.18875680	-0.18852622	1.294235e-04	 4.411905e-05	-2.299449e-03	-9.706191e-05	-8.823810e-06	-8.823810e-04	-0.025407433	0.01783861	1.0306842
"B"	-0.05	4	-0.05015171	-0.05008835	5.081611e-06	-1.179365e-07	-5.896587e-04	 2.594602e-07	 2.358729e-08	 2.358729e-06	-0.005034272	0.01000080	1.0229530
"B"	-0.05	3	-0.90898963	-0.90878928	1.669351e-03	-2.137575e-06	-1.068745e-02	 4.702664e-06	 4.275149e-07	 4.275149e-05	-0.091340448	0.01000080	1.0123309
"B"	-0.05	5	 0.80868620	 0.80833133	1.321265e-03	 1.901702e-06	 9.508128e-03	-4.183744e-06	-3.803403e-07	-3.803403e-05	 0.081243637	0.01000080	1.0145452
"B"	 1.95	4	-0.18875680	-0.18852622	1.294235e-04	 4.411905e-05	-2.299449e-03	-9.706191e-05	-8.823810e-06	-8.823810e-04	-0.025407433	0.01783861	1.0306842
"B"	 0.95	4	-0.11919553	-0.11904669	3.428023e-05	 1.374801e-05	-1.425248e-03	-3.024562e-05	-2.749602e-06	-2.749602e-04	-0.013075679	0.01192026	1.0247886
"B"	 0.95	5	 0.74047618	 0.74005209	1.322958e-03	-8.540651e-05	 8.854040e-03	 1.878943e-04	 1.708130e-05	 1.708130e-03	 0.081284774	0.01192026	1.0178787
"B"	 0.95	5	 0.74047618	 0.74005209	1.322958e-03	-8.540651e-05	 8.854040e-03	 1.878943e-04	 1.708130e-05	 1.708130e-03	 0.081284774	0.01192026	1.0178787
"B"	-0.05	5	 0.80868620	 0.80833133	1.321265e-03	 1.901702e-06	 9.508128e-03	-4.183744e-06	-3.803403e-07	-3.803403e-05	 0.081243637	0.01000080	1.0145452
"B"	-0.05	3	-0.90898963	-0.90878928	1.669351e-03	-2.137575e-06	-1.068745e-02	 4.702664e-06	 4.275149e-07	 4.275149e-05	-0.091340448	0.01000080	1.0123309
"B"	-1.05	3	-0.84094505	-0.84063274	1.729491e-03	-1.009617e-04	-9.739440e-03	 2.221158e-04	 2.019234e-05	 2.019234e-03	-0.092957158	0.01208022	1.0159948
"B"	-1.05	4	 0.01879625	 0.01877245	8.640232e-07	 2.256630e-06	 2.176895e-04	-4.964585e-06	-4.513259e-07	-4.513259e-05	 0.002075857	0.01208022	1.0251343
"B"	 0.95	3	-0.97886723	-0.97881529	2.311913e-03	 1.129025e-04	-1.170454e-02	-2.483856e-04	-2.258050e-05	-2.258050e-03	-0.107509701	0.01192026	1.0126013
"B"	-1.05	2	-1.70068635	-1.70478522	7.073454e-03	-2.041801e-04	-1.969657e-02	 4.491961e-04	 4.083601e-05	 4.083601e-03	-0.188515128	0.01208022	0.9881523
"B"	-1.05	6	 1.73827885	 1.74275564	7.389618e-03	 2.086933e-04	 2.013195e-02	-4.591253e-04	-4.173867e-05	-4.173867e-03	 0.192713896	0.01208022	0.9865244
"B"	-0.05	4	-0.05015171	-0.05008835	5.081611e-06	-1.179365e-07	-5.896587e-04	 2.594602e-07	 2.358729e-08	 2.358729e-06	-0.005034272	0.01000080	1.0229530
"B"	-1.05	3	-0.84094505	-0.84063274	1.729491e-03	-1.009617e-04	-9.739440e-03	 2.221158e-04	 2.019234e-05	 2.019234e-03	-0.092957158	0.01208022	1.0159948
"B"	 1.95	4	-0.18875680	-0.18852622	1.294235e-04	 4.411905e-05	-2.299449e-03	-9.706191e-05	-8.823810e-06	-8.823810e-04	-0.025407433	0.01783861	1.0306842
"B"	-0.05	4	-0.05015171	-0.05008835	5.081611e-06	-1.179365e-07	-5.896587e-04	 2.594602e-07	 2.358729e-08	 2.358729e-06	-0.005034272	0.01000080	1.0229530
"B"	-0.05	3	-0.90898963	-0.90878928	1.669351e-03	-2.137575e-06	-1.068745e-02	 4.702664e-06	 4.275149e-07	 4.275149e-05	-0.091340448	0.01000080	1.0123309
"C"	-1.05	3	-0.77418853	-0.77379522	1.451000e-03	-9.020786e-05	 1.443326e-04	-8.915999e-03	 1.804157e-05	 1.804157e-03	-0.085133005	0.01195965	1.0172606
"C"	-0.05	3	-0.84235018	-0.84203988	1.433471e-03	 9.904326e-07	-1.584692e-06	-9.909278e-03	-1.980865e-07	-1.980865e-05	-0.084629046	0.01000020	1.0138298
"C"	-1.05	3	-0.77418853	-0.77379522	1.451000e-03	-9.020786e-05	 1.443326e-04	-8.915999e-03	 1.804157e-05	 1.804157e-03	-0.085133005	0.01195965	1.0172606
"C"	 0.95	5	 0.80722883	 0.80687218	1.588170e-03	-9.596173e-05	 1.535388e-04	 9.714937e-03	 1.919235e-05	 1.919235e-03	 0.089072067	0.01203963	1.0166692
"C"	 0.95	3	-0.91221845	-0.91202420	2.028156e-03	 1.084427e-04	-1.735083e-04	-1.097848e-02	-2.168854e-05	-2.168854e-03	-0.100679987	0.01203963	1.0143443
"C"	-1.05	4	 0.08550031	 0.08539281	1.769739e-05	 9.962431e-06	-1.593989e-05	 9.846706e-04	-1.992486e-06	-1.992486e-04	 0.009394923	0.01195965	1.0249189
"C"	-1.05	4	 0.08550031	 0.08539281	1.769739e-05	 9.962431e-06	-1.593989e-05	 9.846706e-04	-1.992486e-06	-1.992486e-04	 0.009394923	0.01195965	1.0249189
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	-0.05	5	 0.87532513	 0.87506553	1.547898e-03	-1.029204e-06	 1.646727e-06	 1.029719e-02	 2.058409e-07	 2.058409e-05	 0.087948283	0.01000020	1.0131018
"C"	-0.05	7	 2.59300044	 2.61204246	1.358341e-02	-3.048841e-06	 4.878146e-06	 3.050366e-02	 6.097683e-07	 6.097683e-05	 0.262522796	0.01000020	0.9388333
"C"	-0.05	3	-0.84235018	-0.84203988	1.433471e-03	 9.904326e-07	-1.584692e-06	-9.909278e-03	-1.980865e-07	-1.980865e-05	-0.084629046	0.01000020	1.0138298
"C"	 1.95	4	-0.12186710	-0.12171503	5.468583e-05	 2.891970e-05	-4.627152e-05	-1.502817e-03	-5.783940e-06	-5.783940e-04	-0.016515059	0.01807794	1.0312066
"C"	 0.95	4	-0.05249481	-0.05242851	6.716397e-06	 6.240477e-06	-9.984763e-06	-6.317711e-04	-1.248095e-06	-1.248095e-04	-0.005787677	0.01203963	1.0250610
"C"	-1.05	2	-1.63387737	-1.63735015	6.462681e-03	-1.903781e-04	 3.046050e-04	-1.881667e-02	 3.807563e-05	 3.807563e-03	-0.180141379	0.01195965	0.9908417
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	 2.95	5	 0.67474225	 0.67427630	2.634093e-03	-2.410165e-04	 3.856264e-04	 8.539671e-03	 4.820330e-05	 4.820330e-03	 0.114683389	0.02811513	1.0360609
"C"	-1.05	3	-0.77418853	-0.77379522	1.451000e-03	-9.020786e-05	 1.443326e-04	-8.915999e-03	 1.804157e-05	 1.804157e-03	-0.085133005	0.01195965	1.0172606
"C"	 0.95	6	 1.66695246	 1.67072802	6.772515e-03	-1.981639e-04	 3.170623e-04	 2.006165e-02	 3.963279e-05	 3.963279e-03	 0.184434662	0.01203963	0.9895439
"C"	-1.05	4	 0.08550031	 0.08539281	1.769739e-05	 9.962431e-06	-1.593989e-05	 9.846706e-04	-1.992486e-06	-1.992486e-04	 0.009394923	0.01195965	1.0249189
"C"	 0.95	5	 0.80722883	 0.80687218	1.588170e-03	-9.596173e-05	 1.535388e-04	 9.714937e-03	 1.919235e-05	 1.919235e-03	 0.089072067	0.01203963	1.0166692
"C"	 0.95	5	 0.80722883	 0.80687218	1.588170e-03	-9.596173e-05	 1.535388e-04	 9.714937e-03	 1.919235e-05	 1.919235e-03	 0.089072067	0.01203963	1.0166692
"C"	-1.05	4	 0.08550031	 0.08539281	1.769739e-05	 9.962431e-06	-1.593989e-05	 9.846706e-04	-1.992486e-06	-1.992486e-04	 0.009394923	0.01195965	1.0249189
"C"	-0.05	2	-1.70118784	-1.70529162	5.846664e-03	 2.000251e-06	-3.200402e-06	-2.001251e-02	-4.000502e-07	-4.000502e-05	-0.171389987	0.01000020	0.9860547
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	-0.05	5	 0.87532513	 0.87506553	1.547898e-03	-1.029204e-06	 1.646727e-06	 1.029719e-02	 2.058409e-07	 2.058409e-05	 0.087948283	0.01000020	1.0131018
"C"	 1.95	4	-0.12186710	-0.12171503	5.468583e-05	 2.891970e-05	-4.627152e-05	-1.502817e-03	-5.783940e-06	-5.783940e-04	-0.016515059	0.01807794	1.0312066
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	-1.05	3	-0.77418853	-0.77379522	1.451000e-03	-9.020786e-05	 1.443326e-04	-8.915999e-03	 1.804157e-05	 1.804157e-03	-0.085133005	0.01195965	1.0172606
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	 0.95	3	-0.91221845	-0.91202420	2.028156e-03	 1.084427e-04	-1.735083e-04	-1.097848e-02	-2.168854e-05	-2.168854e-03	-0.100679987	0.01203963	1.0143443
"C"	-1.05	4	 0.08550031	 0.08539281	1.769739e-05	 9.962431e-06	-1.593989e-05	 9.846706e-04	-1.992486e-06	-1.992486e-04	 0.009394923	0.01195965	1.0249189
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	-0.05	5	 0.87532513	 0.87506553	1.547898e-03	-1.029204e-06	 1.646727e-06	 1.029719e-02	 2.058409e-07	 2.058409e-05	 0.087948283	0.01000020	1.0131018
"C"	-0.05	3	-0.84235018	-0.84203988	1.433471e-03	 9.904326e-07	-1.584692e-06	-9.909278e-03	-1.980865e-07	-1.980865e-05	-0.084629046	0.01000020	1.0138298
"C"	-1.05	6	 1.80487800	 1.81007122	7.886232e-03	 2.103030e-04	-3.364848e-04	 2.078601e-02	-4.206060e-05	-4.206060e-03	 0.199144163	0.01195965	0.9834385
"C"	-1.05	4	 0.08550031	 0.08539281	1.769739e-05	 9.962431e-06	-1.593989e-05	 9.846706e-04	-1.992486e-06	-1.992486e-04	 0.009394923	0.01195965	1.0249189
"C"	-1.05	6	 1.80487800	 1.81007122	7.886232e-03	 2.103030e-04	-3.364848e-04	 2.078601e-02	-4.206060e-05	-4.206060e-03	 0.199144163	0.01195965	0.9834385
"C"	-1.05	3	-0.77418853	-0.77379522	1.451000e-03	-9.020786e-05	 1.443326e-04	-8.915999e-03	 1.804157e-05	 1.804157e-03	-0.085133005	0.01195965	1.0172606
"C"	-0.05	3	-0.84235018	-0.84203988	1.433471e-03	 9.904326e-07	-1.584692e-06	-9.909278e-03	-1.980865e-07	-1.980865e-05	-0.084629046	0.01000020	1.0138298
"C"	 1.95	5	 0.74049592	 0.74007184	2.019051e-03	-1.757236e-04	 2.811577e-04	 9.131506e-03	 3.514471e-05	 3.514471e-03	 0.100417596	0.01807794	1.0242615
"C"	-0.05	3	-0.84235018	-0.84203988	1.433471e-03	 9.904326e-07	-1.584692e-06	-9.909278e-03	-1.980865e-07	-1.980865e-05	-0.084629046	0.01000020	1.0138298
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	-1.05	4	 0.08550031	 0.08539281	1.769739e-05	 9.962431e-06	-1.593989e-05	 9.846706e-04	-1.992486e-06	-1.992486e-04	 0.009394923	0.01195965	1.0249189
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	 0.95	4	-0.05249481	-0.05242851	6.716397e-06	 6.240477e-06	-9.984763e-06	-6.317711e-04	-1.248095e-06	-1.248095e-04	-0.005787677	0.01203963	1.0250610
"C"	-0.05	3	-0.84235018	-0.84203988	1.433471e-03	 9.904326e-07	-1.584692e-06	-9.909278e-03	-1.980865e-07	-1.980865e-05	-0.084629046	0.01000020	1.0138298
"C"	 2.95	3	-1.05886700	-1.05902990	6.486913e-03	 3.782250e-04	-6.051601e-04	-1.340123e-02	-7.564501e-05	-7.564501e-03	-0.180123692	0.02811513	1.0273469
"C"	-1.05	5	 0.94518916	 0.94506130	2.162775e-03	 1.101327e-04	-1.762124e-04	 1.088534e-02	-2.202654e-05	-2.202654e-03	 0.103975710	0.01195965	1.0134745
"C"	-0.05	3	-0.84235018	-0.84203988	1.433471e-03	 9.904326e-07	-1.584692e-06	-9.909278e-03	-1.980865e-07	-1.980865e-05	-0.084629046	0.01000020	1.0138298
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	-1.05	4	 0.08550031	 0.08539281	1.769739e-05	 9.962431e-06	-1.593989e-05	 9.846706e-04	-1.992486e-06	-1.992486e-04	 0.009394923	0.01195965	1.0249189
"C"	-0.05	5	 0.87532513	 0.87506553	1.547898e-03	-1.029204e-06	 1.646727e-06	 1.029719e-02	 2.058409e-07	 2.058409e-05	 0.087948283	0.01000020	1.0131018
"C"	 1.95	5	 0.74049592	 0.74007184	2.019051e-03	-1.757236e-04	 2.811577e-04	 9.131506e-03	 3.514471e-05	 3.514471e-03	 0.100417596	0.01807794	1.0242615
"C"	-0.05	3	-0.84235018	-0.84203988	1.433471e-03	 9.904326e-07	-1.584692e-06	-9.909278e-03	-1.980865e-07	-1.980865e-05	-0.084629046	0.01000020	1.0138298
"C"	 1.95	4	-0.12186710	-0.12171503	5.468583e-05	 2.891970e-05	-4.627152e-05	-1.502817e-03	-5.783940e-06	-5.783940e-04	-0.016515059	0.01807794	1.0312066
"C"	-1.05	3	-0.77418853	-0.77379522	1.451000e-03	-9.020786e-05	 1.443326e-04	-8.915999e-03	 1.804157e-05	 1.804157e-03	-0.085133005	0.01195965	1.0172606
"C"	-2.05	3	-0.70732801	-0.70687990	1.825631e-03	-1.661689e-04	 2.658703e-04	-7.986964e-03	 3.323379e-05	 3.323379e-03	-0.095480858	0.01791798	1.0247182
"C"	-2.05	5	 1.01725756	 1.01730250	3.776011e-03	 2.389791e-04	-3.823665e-04	 1.148661e-02	-4.779582e-05	-4.779582e-03	 0.137410776	0.01791798	1.0177951
"C"	-1.05	3	-0.77418853	-0.77379522	1.451000e-03	-9.020786e-05	 1.443326e-04	-8.915999e-03	 1.804157e-05	 1.804157e-03	-0.085133005	0.01195965	1.0172606
"C"	-1.05	4	 0.08550031	 0.08539281	1.769739e-05	 9.962431e-06	-1.593989e-05	 9.846706e-04	-1.992486e-06	-1.992486e-04	 0.009394923	0.01195965	1.0249189
"C"	-0.05	3	-0.84235018	-0.84203988	1.433471e-03	 9.904326e-07	-1.584692e-06	-9.909278e-03	-1.980865e-07	-1.980865e-05	-0.084629046	0.01000020	1.0138298
"C"	 0.95	3	-0.91221845	-0.91202420	2.028156e-03	 1.084427e-04	-1.735083e-04	-1.097848e-02	-2.168854e-05	-2.168854e-03	-0.100679987	0.01203963	1.0143443
"C"	-2.05	4	 0.15496478	 0.15477320	8.762688e-05	 3.640508e-05	-5.824813e-05	 1.749822e-03	-7.281016e-06	-7.281016e-04	 0.020905783	0.01791798	1.0309191
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	-1.05	3	-0.77418853	-0.77379522	1.451000e-03	-9.020786e-05	 1.443326e-04	-8.915999e-03	 1.804157e-05	 1.804157e-03	-0.085133005	0.01195965	1.0172606
"C"	 0.95	3	-0.91221845	-0.91202420	2.028156e-03	 1.084427e-04	-1.735083e-04	-1.097848e-02	-2.168854e-05	-2.168854e-03	-0.100679987	0.01203963	1.0143443
"C"	-0.05	3	-0.84235018	-0.84203988	1.433471e-03	 9.904326e-07	-1.584692e-06	-9.909278e-03	-1.980865e-07	-1.980865e-05	-0.084629046	0.01000020	1.0138298
"C"	 0.95	4	-0.05249481	-0.05242851	6.716397e-06	 6.240477e-06	-9.984763e-06	-6.317711e-04	-1.248095e-06	-1.248095e-04	-0.005787677	0.01203963	1.0250610
"C"	-1.05	6	 1.80487800	 1.81007122	7.886232e-03	 2.103030e-04	-3.364848e-04	 2.078601e-02	-4.206060e-05	-4.206060e-03	 0.199144163	0.01195965	0.9834385
"C"	-1.05	4	 0.08550031	 0.08539281	1.769739e-05	 9.962431e-06	-1.593989e-05	 9.846706e-04	-1.992486e-06	-1.992486e-04	 0.009394923	0.01195965	1.0249189
"C"	-0.05	6	 1.73416278	 1.73859727	6.075518e-03	-2.039023e-06	 3.262437e-06	 2.040042e-02	 4.078046e-07	 4.078046e-05	 0.174737365	0.01000020	0.9846311
"C"	-0.05	4	 0.01648747	 0.01646659	5.491762e-07	-1.938591e-08	 3.101746e-08	 1.939561e-04	 3.877183e-09	 3.877183e-07	 0.001654972	0.01000020	1.0229815
"C"	 0.95	3	-0.91221845	-0.91202420	2.028156e-03	 1.084427e-04	-1.735083e-04	-1.097848e-02	-2.168854e-05	-2.168854e-03	-0.100679987	0.01203963	1.0143443
"C"	-1.05	4	 0.08550031	 0.08539281	1.769739e-05	 9.962431e-06	-1.593989e-05	 9.846706e-04	-1.992486e-06	-1.992486e-04	 0.009394923	0.01195965	1.0249189
"C"	 0.95	5	 0.80722883	 0.80687218	1.588170e-03	-9.596173e-05	 1.535388e-04	 9.714937e-03	 1.919235e-05	 1.919235e-03	 0.089072067	0.01203963	1.0166692
"C"	 0.95	5	 0.80722883	 0.80687218	1.588170e-03	-9.596173e-05	 1.535388e-04	 9.714937e-03	 1.919235e-05	 1.919235e-03	 0.089072067	0.01203963	1.0166692
